Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPtpg,RkTm,PF,TotalYds,Ply,Y/P,TO,FL,Pass1stD,CmpTm,PassAttTm,PassYdsTm,PassTDTm,IntTm,NY/A,Pass1stD.1,RushAttTm,RushYdsTm,RushTDTm,Y/ATm,Rush1stD,Pen,PenYds,1stPy,Sc%,TO%,EXP,RushTDTmSans,RushAttTmSans,RushYdsTmSans,CmpTmSans,PassAttTmSans,PassYdsTmSans,PassTDTmSans,IntTmSans,RecTmSans,TgtTmSans,RecYdsTmSans,RecTDTmSans
250,Dion Sims,MIA,WR,23,14,2.0,0,0,0,0,0,0,0,,0,36.0,24,284,11.83,2,40.0,67.4,52.4,,103,,2.86,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,399,1872,394,595,3729,27,12,370,559.0,3445,25
257,Damien Williams,MIA,RB,22,16,0.0,0,0,0,0,0,36,122,3.39,0,27.0,21,187,8.9,1,37.0,63.9,47.4,,78,,2.31,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,363,1750,394,595,3729,27,12,373,568.0,3542,26
259,Brandon Gibson,MIA,WR,27,14,5.0,0,0,0,0,0,0,0,,0,51.0,29,295,10.17,1,36.0,67.5,50.0,,106,,2.57,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,399,1872,394,595,3729,27,12,365,544.0,3434,26
297,Rishard Matthews,MIA,WR,25,14,0.0,0,0,0,0,0,1,3,3.0,0,22.0,12,135,11.25,2,26.0,40.8,31.8,,121,,1.86,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,398,1869,394,595,3729,27,12,382,573.0,3594,25
311,Knowshon Moreno,MIA,RB,27,3,0.0,0,0,0,0,0,31,148,4.77,1,1.0,1,8,8.0,0,22.0,25.6,22.1,,92,,7.33,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,11,368,1724,394,595,3729,27,12,393,594.0,3721,27
507,Matt Moore,MIA,QB,30,2,0.0,2,4,21,0,0,2,-2,-1.0,0,0.0,0,0,,0,1.0,0.6,0.6,,65,,0.5,11,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,12,397,1874,392,591,3708,27,12,394,595.0,3729,27
12,Eli Manning,NYG,QB,33,16,16.0,379,601,4410,30,14,12,31,2.58,1,0.0,0,0,,0,270.0,290.5,283.5,4.0,10,69.0,16.88,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,12,437,1572,4,6,-138,0,0,383,607.0,4272,30
32,Odell Beckham,NYG,WR,22,12,11.0,0,1,0,0,0,7,35,5.0,0,130.0,91,1305,14.34,12,204.0,299.0,249.5,82.0,5,16.0,17.0,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,442,1568,383,606,4272,30,14,292,477.0,2967,18
80,Andre Williams,NYG,RB,22,16,7.0,0,0,0,0,0,217,721,3.32,7,37.0,18,130,7.22,0,127.0,151.1,136.1,6.0,21,67.0,7.94,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,6,232,882,383,607,4272,30,14,365,570.0,4142,30
100,Rueben Randle,NYG,WR,23,16,13.0,0,0,0,0,0,0,0,,0,127.0,71,938,13.21,3,112.0,185.8,147.3,,35,,7.0,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,312,480.0,3334,27
108,Rashad Jennings,NYG,RB,29,11,9.0,0,0,0,0,0,167,639,3.83,4,41.0,30,226,7.53,0,109.0,145.5,123.5,,30,,9.91,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,9,282,964,383,607,4272,30,14,353,566.0,4046,30
134,Larry Donnell,NYG,TE,26,16,12.0,0,0,0,0,0,0,0,,0,92.0,63,623,9.89,6,90.0,160.3,121.8,,12,77.0,5.62,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,320,515.0,3649,24
219,Preston Parker,NYG,WR,27,16,7.0,0,0,0,0,0,0,0,,0,56.0,36,418,11.61,2,52.0,91.8,69.8,,93,,3.25,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,347,551.0,3854,28
245,Daniel Fells,NYG,TE,31,16,9.0,0,0,0,0,0,0,0,,0,20.0,16,188,11.75,4,41.0,60.8,48.8,,28,,2.56,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,367,587.0,4084,26
252,Victor Cruz,NYG,WR,28,6,6.0,0,0,0,0,0,0,0,,0,41.0,23,337,14.65,1,40.0,65.7,51.2,,105,,6.67,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,360,566.0,3935,29
319,Peyton Hillis,NYG,RB,28,9,0.0,0,0,0,0,0,26,115,4.42,0,16.0,10,87,8.7,0,20.0,33.2,25.2,,94,,2.22,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,423,1488,383,607,4272,30,14,373,591.0,4185,30
379,Adrien Robinson,NYG,TE,26,16,1.0,0,0,0,0,0,0,0,,0,7.0,5,50,10.0,1,11.0,16.0,13.5,,61,,0.69,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,378,600.0,4222,29
385,Corey Washington,NYG,WR,23,14,0.0,0,0,0,0,0,0,0,,0,8.0,5,52,10.4,1,11.0,16.2,13.7,,152,,0.79,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,378,599.0,4220,29
443,Kevin Ogletree,NYG,WR,27,7,0.0,0,0,0,0,0,0,0,,0,9.0,5,50,10.0,0,5.0,10.0,7.5,,174,,0.71,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,449,1603,383,607,4272,30,14,378,598.0,4222,30
453,Michael Cox,NYG,RB,26,4,0.0,0,0,0,0,0,4,33,8.25,0,3.0,2,9,4.5,0,4.0,6.2,5.2,,135,,1.0,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,445,1570,383,607,4272,30,14,381,604.0,4263,30
459,Jerrel Jernigan,NYG,WR,25,2,1.0,0,0,0,0,0,1,-2,-2.0,0,9.0,6,40,6.67,0,4.0,9.8,6.8,,182,,2.0,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,448,1605,383,607,4272,30,14,377,598.0,4232,30
487,Ryan Nassib,NYG,QB,24,4,0.0,4,5,60,0,0,2,-3,-1.5,0,0.0,0,0,,0,2.0,2.1,2.1,,61,,0.5,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,447,1606,379,602,4212,30,14,383,607.0,4272,30
494,Henry Hynoski,NYG,RB,26,16,4.0,0,0,0,0,0,7,13,1.86,0,0.0,0,0,,0,1.0,1.3,1.3,,149,,0.06,13,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,13,442,1590,383,607,4272,30,14,383,607.0,4272,30
14,Philip Rivers,SDG,QB,33,16,16.0,379,570,4286,31,18,37,102,2.76,0,0.0,0,0,,0,266.0,291.6,283.6,,12,75.0,16.62,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,361,1265,1,4,-188,0,0,380,574.0,4098,31
59,Antonio Gates,SDG,TE,34,16,14.0,0,0,0,0,0,0,0,,0,98.0,69,821,11.9,12,154.0,226.1,188.6,64.0,2,23.0,9.62,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,311,476.0,3277,19
87,Malcom Floyd,SDG,WR,33,16,16.0,0,0,0,0,0,0,0,,0,92.0,52,856,16.46,6,122.0,176.6,147.6,,30,,7.62,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,328,482.0,3242,25
91,Eddie Royal,SDG,WR,28,16,11.0,0,0,0,0,0,3,14,4.67,0,91.0,62,778,12.55,7,119.0,185.2,150.2,,31,,7.44,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,395,1353,380,574,4098,31,18,318,483.0,3320,24
107,Branden Oliver,SDG,RB,23,14,7.0,0,0,0,0,0,160,582,3.64,3,45.0,36,271,7.53,1,109.0,151.3,127.3,,29,,7.79,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,3,238,785,380,574,4098,31,18,344,529.0,3827,30
122,Keenan Allen,SDG,WR,22,14,14.0,0,0,0,0,0,0,0,,0,121.0,77,783,10.17,4,98.0,180.3,136.8,,48,,7.0,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,303,453.0,3315,27
205,Ryan Mathews,SDG,RB,27,6,6.0,0,0,0,0,0,74,330,4.46,3,10.0,9,69,7.67,0,58.0,69.9,62.4,,58,,9.67,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,3,324,1037,380,574,4098,31,18,371,564.0,4029,31
242,Donald Brown,SDG,RB,27,13,3.0,0,0,0,0,0,85,223,2.62,0,41.0,29,211,7.28,0,43.0,78.4,57.9,,72,,3.31,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,313,1144,380,574,4098,31,18,351,533.0,3887,31
306,Ladarius Green,SDG,TE,24,14,4.0,0,0,0,0,0,0,0,,0,25.0,19,226,11.89,0,23.0,44.6,32.1,,46,,1.64,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,361,549.0,3872,31
344,Dontrelle Inman,SDG,WR,25,7,0.0,0,0,0,0,0,0,0,,0,17.0,12,158,13.17,0,16.0,30.8,21.8,,140,,2.29,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,368,557.0,3940,31
417,Danny Woodhead,SDG,RB,29,3,0.0,0,0,0,0,0,15,38,2.53,0,6.0,5,34,6.8,0,7.0,12.2,9.7,,128,,2.33,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,383,1329,380,574,4098,31,18,375,568.0,4064,31
428,John Phillips,SDG,TE,27,16,1.0,0,0,0,0,0,0,0,,0,1.0,1,1,1.0,1,6.0,7.1,6.6,,75,,0.38,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,379,573.0,4097,30
447,Seyi Ajirotutu,SDG,WR,27,16,1.0,0,0,0,0,0,0,0,,0,12.0,4,45,11.25,0,5.0,8.5,6.5,,177,,0.31,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,376,562.0,4053,31
519,David Johnson,SDG,TE,27,14,2.0,0,0,0,0,0,0,0,,0,,1,4,4.0,0,,1.4,0.9,,93,,,17,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,6,398,1367,380,574,4098,31,18,379,,4094,31
16,Joe Flacco,BAL,QB,29,16,16.0,344,554,3986,27,12,39,70,1.79,2,0.0,0,0,,0,262.0,277.4,274.4,,13,,16.38,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,14,409,1949,0,0,-167,0,0,344,554.0,3819,27
31,Justin Forsett,BAL,RB,29,16,14.0,0,0,0,0,0,235,1266,5.39,8,59.0,44,263,5.98,0,205.0,252.9,224.9,84.0,8,15.0,12.81,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,8,213,753,344,554,3819,27,12,300,495.0,3556,27
66,Torrey Smith,BAL,WR,25,16,16.0,0,0,0,0,0,0,0,,0,92.0,49,767,15.65,11,143.0,194.7,167.2,21.0,19,51.0,8.94,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,295,462.0,3052,16
67,Steve Smith,BAL,WR,35,16,16.0,0,0,0,0,0,0,0,,0,134.0,79,1065,13.48,6,141.0,223.5,180.0,19.0,20,53.0,8.81,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,265,420.0,2754,21
159,Owen Daniels,BAL,TE,32,15,13.0,0,0,0,0,0,0,0,,0,79.0,48,527,10.98,4,77.0,127.7,100.7,,16,,5.13,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,296,475.0,3292,23
182,Lorenzo Taliaferro,BAL,RB,23,13,0.0,0,0,0,0,0,68,292,4.29,4,10.0,8,114,14.25,0,65.0,77.6,66.6,,51,,5.0,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,12,380,1727,344,554,3819,27,12,336,544.0,3705,27
233,Bernard Pierce,BAL,RB,23,13,2.0,0,0,0,0,0,93,366,3.94,2,6.0,2,13,6.5,0,48.0,53.9,48.9,,68,,3.69,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,14,355,1653,344,554,3819,27,12,342,548.0,3806,27
238,Kamar Aiken,BAL,WR,25,16,0.0,0,0,0,0,0,0,0,,0,32.0,24,267,11.13,3,45.0,71.7,56.7,,100,,2.81,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,320,522.0,3552,24
298,Marlon Brown,BAL,WR,23,14,1.0,0,0,0,0,0,0,0,,0,31.0,24,255,10.63,0,26.0,52.5,37.5,,122,,1.86,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,320,523.0,3564,27
317,Kyle Juszczyk,BAL,RB,23,16,14.0,0,0,0,0,0,0,0,,0,27.0,19,182,9.58,1,20.0,44.2,29.7,,95,,1.25,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,325,527.0,3637,26
330,Crockett Gillmore,BAL,TE,23,15,1.0,0,0,0,0,0,0,0,,0,15.0,10,121,12.1,1,18.0,31.1,23.1,,49,,1.2,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,334,539.0,3698,26
341,Michael Campanaro,BAL,WR,23,4,0.0,0,0,0,0,0,0,0,,0,9.0,7,102,14.57,1,16.0,26.2,19.7,,137,,4.0,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,337,545.0,3717,26
362,Dennis Pitta,BAL,TE,29,3,3.0,0,0,0,0,0,0,0,,0,21.0,16,125,7.81,0,13.0,31.5,20.5,,58,,4.33,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,448,2019,344,554,3819,27,12,328,533.0,3694,27
388,Jacoby Jones,BAL,WR,30,16,0.0,0,0,0,0,0,3,16,5.33,0,18.0,9,131,14.56,0,11.0,30.7,21.2,,155,,0.69,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,445,2003,344,554,3819,27,12,335,536.0,3688,27
455,Fitzgerald Toussaint,BAL,RB,24,4,0.0,0,0,0,0,0,6,12,2.0,0,6.0,3,27,9.0,0,4.0,6.9,5.4,,137,,1.0,8,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,16,442,2007,344,554,3819,27,12,341,548.0,3792,27
17,Jay Cutler,CHI,QB,31,15,15.0,370,561,3812,28,18,39,191,4.9,2,0.0,0,0,,0,256.0,285.6,273.6,,14,,17.07,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,6,316,1250,26,48,-20,2,1,396,609.0,3792,30
22,Matt Forte,CHI,RB,29,16,16.0,0,0,0,0,0,266,1038,3.9,6,130.0,102,808,7.92,4,245.0,354.6,295.6,124.0,4,5.0,15.31,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,2,89,403,396,609,3792,30,19,294,479.0,2984,26
46,Alshon Jeffery,CHI,WR,24,16,16.0,0,0,0,0,0,6,33,5.5,0,145.0,85,1133,13.33,10,177.0,264.6,219.1,55.0,12,28.0,11.06,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,349,1408,396,609,3792,30,19,311,464.0,2659,20
77,Martellus Bennett,CHI,TE,27,16,15.0,0,0,0,0,0,0,0,,0,128.0,90,916,10.18,6,132.0,224.6,176.6,41.0,5,37.0,8.25,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,306,481.0,2876,24
95,Brandon Marshall,CHI,WR,30,13,13.0,0,0,0,0,0,0,0,,0,106.0,61,721,11.82,8,118.0,183.1,148.6,,34,,9.08,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,335,503.0,3071,22
313,Ka'Deem Carey,CHI,RB,22,14,0.0,0,0,0,0,0,36,158,4.39,0,6.0,5,57,11.4,0,22.0,29.5,24.0,,93,,1.57,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,319,1283,396,609,3792,30,19,391,603.0,3735,30
321,Marquess Wilson,CHI,WR,22,7,6.0,0,0,0,0,0,0,0,,0,32.0,17,140,8.24,1,20.0,40.0,28.5,,131,,2.86,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,379,577.0,3652,29
342,Josh Morgan,CHI,WR,29,14,7.0,0,0,0,0,0,2,30,15.0,0,19.0,10,70,7.0,1,16.0,26.0,21.0,,138,,1.14,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,353,1411,396,609,3792,30,19,386,590.0,3722,29
346,Jimmy Clausen,CHI,QB,27,4,1.0,26,48,223,2,1,3,9,3.0,0,0.0,0,0,,0,16.0,16.8,16.8,,51,,4.0,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,352,1432,370,561,3569,28,18,396,609.0,3792,30
367,Dante Rosario,CHI,TE,30,16,3.0,0,0,0,0,0,0,0,,0,22.0,16,116,7.25,0,12.0,31.6,19.6,,60,,0.75,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,380,587.0,3676,30
424,Santonio Holmes,CHI,WR,30,9,2.0,0,0,0,0,0,0,0,,0,14.0,8,67,8.38,0,7.0,14.7,10.7,,168,,0.78,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,388,595.0,3725,30
503,Micheal Spurlock,CHI,WR,31,1,0.0,0,0,0,0,0,0,0,,0,3.0,1,8,8.0,0,1.0,1.8,1.3,,196,,1.0,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,395,606.0,3784,30
509,Chris Williams,CHI,WR,27,6,6.0,0,0,0,0,0,1,-8,-8.0,0,,0,0,,0,-1.0,5.2,5.2,,223,,-0.17,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,354,1449,396,609,3792,30,19,396,,3792,30
510,Pat O'Donnell,CHI,WR,23,16,0.0,0,0,0,0,0,1,-12,-12.0,0,0.0,0,0,,0,-1.0,-1.2,-1.2,,224,,-0.06,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,354,1453,396,609,3792,30,19,396,609.0,3792,30
527,Blake Annen,CHI,,23,5,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,95,,,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,396,,3792,30
550,Tony Fiammetta,CHI,,28,1,0.0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,163,,,23,319,5233,1005,5.2,29,10,322,396,609,3792,30,19,5.8,194,355,1441,8,4.1,91,113,997,37,27.8,16.1,-21.44,8,355,1441,396,609,3792,30,19,396,,3792,30
18,Matthew Stafford,DET,QB,26,16,16.0,363,602,4257,22,12,43,93,2.16,2,0.0,0,0,,0,254.0,269.6,263.6,,15,,15.88,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,9,353,1329,2,2,-227,0,0,365,604.0,4030,22
51,Joique Bell,DET,RB,28,15,6.0,0,0,0,0,0,223,860,3.86,7,53.0,34,322,9.47,1,166.0,205.2,181.2,45.0,14,34.0,11.07,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,4,173,562,365,604,4030,22,12,331,551.0,3708,21
53,Golden Tate,DET,WR,26,16,16.0,0,0,0,0,0,5,30,6.0,0,144.0,99,1331,13.44,4,162.0,262.1,209.6,41.0,13,38.0,10.12,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,391,1392,365,604,4030,22,12,266,460.0,2699,18
56,Calvin Johnson,DET,WR,29,13,13.0,0,0,0,0,0,0,0,,0,128.0,71,1077,15.17,8,156.0,229.7,191.2,34.0,14,41.0,12.0,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,294,476.0,2953,14
178,Reggie Bush,DET,RB,29,11,9.0,0,0,0,0,0,76,297,3.91,2,56.0,40,253,6.33,0,67.0,113.0,87.0,,49,,6.09,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,9,320,1125,365,604,4030,22,12,325,548.0,3777,22
195,Theo Riddick,DET,RB,23,14,2.0,0,0,0,0,0,20,51,2.55,0,50.0,34,316,9.29,4,61.0,97.7,77.7,,54,,4.36,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,376,1371,365,604,4030,22,12,331,554.0,3714,18
270,Jeremy Ross,DET,WR,26,16,13.0,0,0,0,0,0,2,-1,-0.5,0,35.0,24,314,13.08,1,33.0,62.3,45.3,,110,,2.06,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,394,1423,365,604,4030,22,12,341,569.0,3716,21
278,Eric Ebron,DET,TE,21,13,7.0,0,0,0,0,0,0,0,,0,47.0,25,248,9.92,1,31.0,58.8,43.3,,39,,2.38,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,340,557.0,3782,21
300,Corey Fuller,DET,WR,24,16,2.0,0,0,0,0,0,0,0,,0,31.0,14,212,15.14,1,25.0,43.2,32.2,,124,,1.56,22,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,11,396,1422,365,604,4030,22,12,351,573.0,3818,21
